书名,作者,豆瓣评分,豆瓣链接
《纸牌屋》,迈克尔・道布斯,8.1,https://book.douban.com/subject/25808056/
《雪国》,[日] 川端康成,8.1,https://book.douban.com/subject/1069059/
《单身（50周年典藏纪念版）》,[美] 克里斯托弗・艾什伍德,8.1,https://book.douban.com/subject/10564102/
《疯癫老人日记》,[日] 谷崎润一郎,8.1,https://book.douban.com/subject/26762116/
《多田便利屋》,[日] 三浦紫苑,8.1,https://book.douban.com/subject/3277199/
《窄门》,[法] 安德烈・纪德,8.1,https://book.douban.com/subject/4246979/
《二号首长》,黄晓阳,8.1,https://book.douban.com/subject/6085181/
《生死疲劳》,莫言,8.1,https://book.douban.com/subject/1465007/
《扶桑》,严歌苓,8.1,https://book.douban.com/subject/1124305/
《余罪7》,常书欣,8.1,https://book.douban.com/subject/26904479/
《写在身体上》,[英] 珍妮特・温特森,8.1,https://book.douban.com/subject/5940829/
《异常》,桐野夏生,8.1,https://book.douban.com/subject/4882013/
《第八日的蝉》,[日] 角田光代,8.1,https://book.douban.com/subject/4105411/
《荒人手记》,朱天文,8.1,https://book.douban.com/subject/3662594/
《红与黑》,司汤达,8.1,https://book.douban.com/subject/1007433/
《檀香刑》,莫言,8.1,https://book.douban.com/subject/1043485/
《湖边小屋》,[加拿大]威廉・扬,8.1,https://book.douban.com/subject/26870406/
《白昼的死角》,[日] 高木彬光,8.1,https://book.douban.com/subject/26742634/
《蒂凡尼的早餐》,[美] 杜鲁门・卡波特,8.1,https://book.douban.com/subject/3246904/
《生死场》,萧红,8.1,https://book.douban.com/subject/1317899/
《羊脂球》,（法）莫泊桑,8.1,https://book.douban.com/subject/1205370/
《芙蓉镇》,古华,8.1,https://book.douban.com/subject/1200843/
《你在天堂里遇见的五个人》,[美] 米奇・阿尔博姆,8.1,https://book.douban.com/subject/2193877/
《鬼吹灯之精绝古城》,天下霸唱,8.1,https://book.douban.com/subject/1882933/
《孤独的池塘》,[法] 弗朗索瓦丝・萨冈,8.1,https://book.douban.com/subject/6874612/
《夜色温柔》,[美]F・S・菲茨杰拉德,8.1,https://book.douban.com/subject/5406557/
《我的前半生》,亦舒,8.1,https://book.douban.com/subject/2230208/
《簪中录》,侧侧轻寒,8.1,https://book.douban.com/subject/26284304/
《失恋33天》,鲍鲸鲸,8.1,https://book.douban.com/subject/4238754/
《请你安静些，好吗？》,(美)雷蒙德・卡佛,8.1,https://book.douban.com/subject/20425433/
《别让我走》,(英)石黑一雄,8.1,https://book.douban.com/subject/6885341/
《侠隐》,张北海,8.1,https://book.douban.com/subject/2079345/
《妩媚航班》,笛安,8.1,https://book.douban.com/subject/20424609/
《诗人和鲸鱼》,甄妮,8.1,https://book.douban.com/subject/26862572/
《白噪音》,(美)唐・德里罗,8.1,https://book.douban.com/subject/24523678/
《狂野之夜！》,[美] 乔伊斯・卡罗尔・欧茨,8.1,https://book.douban.com/subject/6010156/
《华氏451》,（美）雷・布雷德伯利,8.1,https://book.douban.com/subject/1321790/
《6点27分的朗读者》,[法] 让-保尔迪迪耶洛朗,8.1,https://book.douban.com/subject/26285734/
《儒林外史》,吴敬梓,8.1,https://book.douban.com/subject/1042053/
《我要渐渐忘记这个世界了》,罗恩・科尔曼,8.1,https://book.douban.com/subject/26676298/
《寻羊冒险记》,[日] 村上春树,8.1,https://book.douban.com/subject/1031740/
《中性》,[美] 杰弗里・尤金尼德斯,8.1,https://book.douban.com/subject/2568067/
《我在雨中等你》,[美] 加思・斯坦,8.1,https://book.douban.com/subject/3302645/
《楼下的房客》,九把刀,8.1,https://book.douban.com/subject/1485495/
《余罪3》,常书欣,8.1,https://book.douban.com/subject/26755836/
《祖与占》,[法]  亨利-皮埃尔・罗什,8.1,https://book.douban.com/subject/4898547/
《只要在一起》,(法)安娜・卡瓦尔达,8.1,https://book.douban.com/subject/2059994/
《血日苍茫》,谢友祥,8.1,https://book.douban.com/subject/26901311/
《无知》,[捷克] 米兰・昆德拉,8.1,https://book.douban.com/subject/1057197/
《美洲纳粹文学》,[智利] 罗贝托・波拉尼奥,8.1,https://book.douban.com/subject/25837539/
《没有街道的城市》,苏先生,8.1,https://book.douban.com/subject/26307520/
《米娅，快跑》,秦与希,8.1,https://book.douban.com/subject/3664754/
《白夜》,[俄] 陀思妥耶夫斯基,8.1,https://book.douban.com/subject/21993104/
《挪威的森林》,[日] 村上春树,8.0,https://book.douban.com/subject/1046265/
《最初的爱情 最后的仪式》,[英] 伊恩・麦克尤恩,8.0,https://book.douban.com/subject/4011440/
《逃离》,艾丽丝・门罗,8.0,https://book.douban.com/subject/3831788/
《精神科的故事：空中秋千》,[日] 奥田英朗,8.0,https://book.douban.com/subject/26821903/
《质数的孤独》,[意] 保罗・乔尔达诺,8.0,https://book.douban.com/subject/5958726/
《老残游记》,[清] 刘鹗,8.0,https://book.douban.com/subject/1119590/
《如何阅读一本小说》,[美] 托马斯・福斯特,8.0,https://book.douban.com/subject/26305561/
《夏目友人帐》,村井贞之,8.0,https://book.douban.com/subject/26856953/
《何以笙箫默》,顾漫,8.0,https://book.douban.com/subject/1461903/
《纯真博物馆》,[土耳其] 奥尔罕・帕慕克,8.0,https://book.douban.com/subject/4154988/
《暗夜独行客》,[美] 雷・布拉德伯里,8.0,https://book.douban.com/subject/26722307/
《在不安的世界安静的活》,王欣,8.0,https://book.douban.com/subject/25957554/
《偷书贼》,[澳] 马克斯・苏萨克,8.0,https://book.douban.com/subject/2180619/
《神经漫游者》,[美] 威廉・吉布森,8.0,https://book.douban.com/subject/24107596/
《Harry Potter and the Cursed Child》,J.K. Rowling,8.0,https://book.douban.com/subject/26725405/
《安尼尔的鬼魂》,[加拿大] 迈克尔・翁达杰,8.0,https://book.douban.com/subject/26728131/
《小说课（壹）》,许荣哲,8.0,https://book.douban.com/subject/26738797/
《面包会有的》,苗炜,8.0,https://book.douban.com/subject/26461519/
《莲花》,安妮宝贝,8.0,https://book.douban.com/subject/1529893/
《美国众神》,[英] 尼尔・盖曼,8.0,https://book.douban.com/subject/1939182/
《一地鸡毛》,刘震云,8.0,https://book.douban.com/subject/1050566/
《雪国》,[日] 川端康成,8.0,https://book.douban.com/subject/24736899/
《看上去很美》,王朔,8.0,https://book.douban.com/subject/1015584/
《东京奇谭集》,[日] 村上春树,8.0,https://book.douban.com/subject/1848256/
《谋杀电视机》,大头马,8.0,https://book.douban.com/subject/26659419/
《丰乳肥臀》,莫言,8.0,https://book.douban.com/subject/1010349/
《敦煌》,[日]井上靖,8.0,https://book.douban.com/subject/5348044/
《别的声音，别的房间》,[美] 杜鲁门・卡波特,8.0,https://book.douban.com/subject/5448179/
《复活》,[俄]列夫・托尔斯泰,8.0,https://book.douban.com/subject/1255288/
《被掩埋的巨人》,[英] 石黑一雄,8.0,https://book.douban.com/subject/26575658/
《西决》,笛安,8.0,https://book.douban.com/subject/3598313/
《我的拖延症女友》,Priest,8.0,https://book.douban.com/subject/26043287/
《死神的精确度》,[日] 伊坂幸太郎,8.0,https://book.douban.com/subject/3785741/
《戏梦巴黎》,(英) 阿代尔,8.0,https://book.douban.com/subject/4262685/
《坏小孩》,紫金陈,8.0,https://book.douban.com/subject/25955474/
《晚来寂静》,李海鹏,8.0,https://book.douban.com/subject/6718314/
《掉伞天》,蒋晓云,8.0,https://book.douban.com/subject/19963470/
《安琪拉的灰烬2 就是这儿》,弗兰克・迈考特,8.0,https://book.douban.com/subject/5281169/
《骄阳似我》,顾漫,8.0,https://book.douban.com/subject/23795254/
《名声》,[德]丹尼尔・凯曼,8.0,https://book.douban.com/subject/19894080/
《圈子圈套1》,王强,8.0,https://book.douban.com/subject/2309689/
《一半是海水一半是火焰》,王朔,8.0,https://book.douban.com/subject/1049477/
《余罪 2》,常书欣,8.0,https://book.douban.com/subject/26689989/
《柠檬桌子》,(英)朱利安・巴恩斯,8.0,https://book.douban.com/subject/10774932/
《推拿》,毕飞宇,8.0,https://book.douban.com/subject/3239913/
《东方故事集》,(法)玛格丽特・尤瑟纳尔,8.0,https://book.douban.com/subject/3024319/
《偷影子的人》,(法)马克・李维,7.9,https://book.douban.com/subject/10763902/
《茧》,张悦然,7.9,https://book.douban.com/subject/26821459/
《麦田里的守望者》,[美国] J. D. 塞林格,7.9,https://book.douban.com/subject/1082518/
《余生皆假期》,伊坂幸太郎,7.9,https://book.douban.com/subject/25892399/
《1988：我想和这个世界谈谈》,韩寒,7.9,https://book.douban.com/subject/5275059/
《我二十九岁的夏天》,有鹿,7.9,https://book.douban.com/subject/26801234/
《致我们终将逝去的青春》,辛夷坞,7.9,https://book.douban.com/subject/2209098/
《巴塞尔姆的60个故事》,[美] 唐纳德・巴塞尔姆,7.9,https://book.douban.com/subject/26412776/
《枯枝败叶》,[哥伦比亚] 加西亚・马尔克斯,7.9,https://book.douban.com/subject/20392525/
《礼拜二午睡时刻》,[哥伦比亚] 加西亚・马尔克斯,7.9,https://book.douban.com/subject/26276923/
《这也会过去》,【西班牙】米莲娜・布斯克茨,7.9,https://book.douban.com/subject/26830844/
《我们》,[俄] 尤金・扎米亚金,7.9,https://book.douban.com/subject/1434071/
《我是猫》,[日]夏目漱石,7.9,https://book.douban.com/subject/1000856/
《蛙》,莫言,7.9,https://book.douban.com/subject/4169424/
《房间》,(爱尔兰)爱玛・多诺霍,7.9,https://book.douban.com/subject/7007231/
《雨必将落下》,(英)米歇尔・法柏,7.9,https://book.douban.com/subject/6560651/
《星期一没有什么故事可说》,苏先生,7.9,https://book.douban.com/subject/26775392/
《怪房客》,(法) 托波尔,7.9,https://book.douban.com/subject/26366422/
《堂吉诃德》,塞万提斯,7.9,https://book.douban.com/subject/1005918/
《太阳黑子》,须一瓜,7.9,https://book.douban.com/subject/4799445/
《恋爱中的骗子》,[美] 理查德・耶茨,7.9,https://book.douban.com/subject/6041086/
《山楂树之恋》,艾米,7.9,https://book.douban.com/subject/2243213/
《布鲁克林》,[爱尔兰] 科尔姆・托宾,7.9,https://book.douban.com/subject/4605558/
《离别之音》,(日)青山七惠,7.8,https://book.douban.com/subject/10345560/
《精神科的故事：在游泳池》,[日] 奥田英朗,7.8,https://book.douban.com/subject/26787931/
《当我们谈论爱情时我们在谈论什么》,[美] 雷蒙德・卡佛,7.8,https://book.douban.com/subject/4010969/
《死神的浮力》,[日]伊坂幸太郎,7.8,https://book.douban.com/subject/26769999/
《奇迹》,[日]是枝裕和,7.8,https://book.douban.com/subject/26735085/
《杜拉拉升职记》,李可,7.8,https://book.douban.com/subject/2256039/
《抵达之谜》,奈保尔,7.8,https://book.douban.com/subject/1154561/
《芒果街上的小屋》,[美国] 桑德拉・希斯内罗丝,7.8,https://book.douban.com/subject/1794620/
《我的名字叫红》,[土耳其] 奥尔罕・帕慕克,7.8,https://book.douban.com/subject/1851385/
《我不是潘金莲》,刘震云,7.8,https://book.douban.com/subject/6742586/
《在路上》,[美] 杰克・凯鲁亚克,7.8,https://book.douban.com/subject/1917972/
《几乎没有记忆》,(美) 莉迪亚・戴维斯,7.8,https://book.douban.com/subject/26264210/
《且听风吟》,[日] 村上春树,7.8,https://book.douban.com/subject/1039752/
《手机里的男朋友》,方慧,7.8,https://book.douban.com/subject/26647727/
《笼中的爱人》,[英] 蕾切尔・阿博特,7.8,https://book.douban.com/subject/26666917/
《苦妓回忆录》,加西亚・马尔克斯,7.8,https://book.douban.com/subject/26276279/
《皮囊》,蔡崇达,7.8,https://book.douban.com/subject/26278687/
《我心中尚未崩坏的部分》,白石一文,7.8,https://book.douban.com/subject/24319078/
《只爱陌生人》,[英] 伊恩・麦克尤恩,7.8,https://book.douban.com/subject/4151134/
《恋爱中的男人》,[德] 马丁・瓦尔泽(Martin Walser),7.8,https://book.douban.com/subject/4105424/
《我已经结婚了  我心情还不好》,[挪威]阿澜・卢,7.8,https://book.douban.com/subject/26108007/
《西夏旅馆》,骆以军,7.8,https://book.douban.com/subject/5423772/
《北回归线》,亨利米勒,7.8,https://book.douban.com/subject/1083317/
《包法利夫人》,福楼拜,7.8,https://book.douban.com/subject/1083477/
《华莱士人鱼》,[日] 岩井俊二,7.8,https://book.douban.com/subject/3191044/
《镜花缘》,李汝珍,7.8,https://book.douban.com/subject/1144385/
《彼岸花》,安妮宝贝,7.8,https://book.douban.com/subject/1065970/
《黑王子》,艾丽丝・默多克,7.8,https://book.douban.com/subject/3090839/
《古董衣情缘》,[英] 伊莎贝尔 沃尔夫,7.8,https://book.douban.com/subject/6973816/
《宠物公墓》,（美）斯蒂芬・金,7.8,https://book.douban.com/subject/4027219/
《第三种爱情》,自由行走,7.8,https://book.douban.com/subject/2376306/
《我不知道该如何像正常人那样生活》,徐晚晴,7.7,https://book.douban.com/subject/26889865/
《岛上书店》,[美] 加布瑞埃拉・泽文,7.7,https://book.douban.com/subject/26340138/
《洛丽塔》,[美] 弗拉基米尔・纳博科夫,7.7,https://book.douban.com/subject/1465324/
《痴人之爱》,（日本）谷崎润一郎,7.7,https://book.douban.com/subject/1069210/
《温柔的叹息》,[日] 青山七惠,7.7,https://book.douban.com/subject/4173403/
《岛》,[英] 维多利亚・希斯洛普,7.7,https://book.douban.com/subject/3673651/
《小镇忧郁青年的十八种死法》,魏思孝,7.7,https://book.douban.com/subject/26844800/
《且将生活一饮而尽》,李座峰,7.7,https://book.douban.com/subject/26648238/
《同栖生活》,[日]吉田修一,7.7,https://book.douban.com/subject/26825826/
《亲爱的生活》,[加]艾丽丝・门罗,7.7,https://book.douban.com/subject/25870629/
《贵圈》,陈野,7.7,https://book.douban.com/subject/26895181/
《没有女人的男人们》,[日] 村上春树,7.7,https://book.douban.com/subject/26286208/
《舞姬》,森鸥外,7.7,https://book.douban.com/subject/1316444/
《悲观主义的花朵》,廖一梅,7.7,https://book.douban.com/subject/3010130/
《原来你还在这里》,辛夷坞,7.7,https://book.douban.com/subject/2331434/
《巴别塔之犬》,[美] 卡罗琳・帕克丝特,7.7,https://book.douban.com/subject/2139305/
《万物生长》,冯唐,7.7,https://book.douban.com/subject/3018339/
《一个人的朝圣2》,蕾秋・乔伊斯,7.7,https://book.douban.com/subject/26584387/
《余欢》,刘瑜,7.7,https://book.douban.com/subject/1972266/
《蓝另一种蓝》,(日) 山本文绪,7.7,https://book.douban.com/subject/6885715/
《海上大教堂》,[西班牙] 伊德方索・法孔内斯(Ildefonso Falcones),7.7,https://book.douban.com/subject/4233385/
《可爱的骨头》,艾丽斯西伯德,7.7,https://book.douban.com/subject/1026317/
《关于莉莉周的一切》,[日] 岩井俊二,7.7,https://book.douban.com/subject/1926700/
《初夏荷花时期的爱情》,朱天心,7.7,https://book.douban.com/subject/4901590/
《爱你，是我做过最好的事》,笙离,7.7,https://book.douban.com/subject/3183785/
《沥川往事》,玄隐,7.7,https://book.douban.com/subject/3674353/
《因为深爱，所以放手》,[美]科林胡佛,7.7,https://book.douban.com/subject/25913147/
《恶时辰》,[哥伦比亚] 加西亚・马尔克斯,7.7,https://book.douban.com/subject/20392524/
《浮沉》,崔曼莉,7.7,https://book.douban.com/subject/3043491/
《盗墓笔记8・大结局（下）》,南派三叔,7.7,https://book.douban.com/subject/6974102/
《七月与安生》,安妮宝贝 原著,7.6,https://book.douban.com/subject/1006073/
《橘子不是唯一的水果》,[英] 珍妮特・温特森,7.6,https://book.douban.com/subject/4882159/
《小团圆》,张爱玲,7.6,https://book.douban.com/subject/3616310/
《一个人的好天气》,[日] 青山七惠,7.6,https://book.douban.com/subject/2250587/
《教书匠》,~考特,7.6,https://book.douban.com/subject/3189896/
《丈量世界》,[德] 丹尼尔凯曼,7.6,https://book.douban.com/subject/26320883/
《余罪》,常书欣,7.6,https://book.douban.com/subject/26613724/
《如果世上不再有猫》,[日]川村元气,7.6,https://book.douban.com/subject/26242908/
《乌克兰拖拉机简史》,[英] 玛琳娜・柳薇卡,7.6,https://book.douban.com/subject/6879215/
《暗店街》,[法] 帕特里克・莫迪亚诺,7.6,https://book.douban.com/subject/26110579/
《曾有一个人，爱我如生命》,舒仪,7.6,https://book.douban.com/subject/3506871/
《卡门》,[法] 梅里美,7.6,https://book.douban.com/subject/26896710/
《邮差总按两遍铃》,[美] 詹姆斯・M.凯恩,7.6,https://book.douban.com/subject/5921802/
《1Q84 BOOK 3》,[日] 村上春树,7.6,https://book.douban.com/subject/5502995/
《群山之巅》,迟子建,7.6,https://book.douban.com/subject/26284529/
《美好古董衣店》,[美]斯特凡尼・莱曼,7.6,https://book.douban.com/subject/26248587/
《山月不知心底事》,辛夷坞,7.6,https://book.douban.com/subject/3061282/
《偶发空缺》,[英] J. K. 罗琳,7.6,https://book.douban.com/subject/19898714/
《南方有令秧》,笛安,7.6,https://book.douban.com/subject/25852518/
《自杀俱乐部》,[英] 尼克・霍恩比,7.6,https://book.douban.com/subject/2280027/
《智血》,(美) 奥康纳,7.6,https://book.douban.com/subject/4891196/
《裸体午餐》,(美)威廉・巴勒斯,7.6,https://book.douban.com/subject/24523682/
《放学后》,[日]东野圭吾,7.6,https://book.douban.com/subject/4074636/
《眠》,[日] 村上春树 著,7.6,https://book.douban.com/subject/21692813/
《你就这样失去了她》,[美] 朱诺・迪亚斯,7.6,https://book.douban.com/subject/26628145/
《桃之夭夭》,王安忆,7.6,https://book.douban.com/subject/1078566/
《我必须恋爱的理由》,王大根,7.5,https://book.douban.com/subject/26805297/
《我是个年轻人 我心情不太好》,(挪威)阿澜・卢,7.5,https://book.douban.com/subject/10565151/
《失落的秘符》,[美] 丹・布朗,7.5,https://book.douban.com/subject/4171951/
《青春咖啡馆》,[法] 帕特里克・莫迪亚诺,7.5,https://book.douban.com/subject/4714018/
《忽然七日》,[美] 劳伦・奥利弗,7.5,https://book.douban.com/subject/5391766/
《虚无的十字架》,[日] 东野圭吾,7.5,https://book.douban.com/subject/26413027/
《他的国》,韩寒,7.5,https://book.douban.com/subject/3394338/
《穿KENZO的女人》,X莉,7.5,https://book.douban.com/subject/1358404/
《你好，忧愁》,[法] 弗朗索瓦丝・萨冈,7.5,https://book.douban.com/subject/1455933/
《我读书少，你可别骗我》,马伯庸,7.5,https://book.douban.com/subject/19965972/
《驱魔人》,威廉P布拉蒂,7.5,https://book.douban.com/subject/3571559/
《来信勿拆》,【日】浜尾四郎,7.5,https://book.douban.com/subject/26757433/
《失乐园》,渡边淳一,7.5,https://book.douban.com/subject/1008074/
《元年春之祭》,陆秋槎,7.5,https://book.douban.com/subject/26637688/
《我讲个故事，你可别当真啊》,迨,7.5,https://book.douban.com/subject/25897333/
《我有个恋爱想和你谈下》,烟波人长安,7.4,https://book.douban.com/subject/26384985/
《地狱》,(美)丹・布朗,7.4,https://book.douban.com/subject/25756947/
《夜晚属于恋人》,远子,7.4,https://book.douban.com/subject/26698665/
《第十一根手指》,秦明,7.4,https://book.douban.com/subject/25896617/
《而河马被煮死在水槽里》,(美)杰克・凯鲁亚克,7.4,https://book.douban.com/subject/4856199/
《1995-2005夏至未至》,郭敬明,7.4,https://book.douban.com/subject/1049189/
《三重门》,韩寒,7.4,https://book.douban.com/subject/1026425/
《她和他》,（法）马克李维,7.4,https://book.douban.com/subject/26847654/
《1980年代的爱情》,野夫,7.4,https://book.douban.com/subject/25696089/
《庭守之犬》,(日) 岩井俊二,7.4,https://book.douban.com/subject/26673853/
《玛格丽特小镇》,[美] 加・泽文,7.3,https://book.douban.com/subject/26787941/
《痛苦的中国人》,[奥] 彼得・汉德克,7.3,https://book.douban.com/subject/26878104/
《孤独小说家》,[日] 石田衣良,7.3,https://book.douban.com/subject/26735064/
《爱情没那么美好》,[法] 布里吉特・吉罗,7.3,https://book.douban.com/subject/5394486/
《知更鸟女孩》,[美] 查克・温迪格,7.3,https://book.douban.com/subject/26707942/
《孤独旅店：收留无处安放的孤单心事》,石尹,7.3,https://book.douban.com/subject/26717780/
《如果蜗牛有爱情》,丁墨,7.2,https://book.douban.com/subject/25767862/
《t者之邸,山田美,7.2,https://book.douban.com/subject/26785388/
《梦里花落知多少》,郭敬明,7.2,https://book.douban.com/subject/1016300/
《摆渡人》,[英]克莱儿・麦克福尔,7.1,https://book.douban.com/subject/26356948/
《废都》,贾平凹,7.1,https://book.douban.com/subject/1417905/
《庆祝无意义》,[法]米兰・昆德拉,7.0,https://book.douban.com/subject/25881325/
《火车上的女孩》,（英）宝拉・霍金斯,6.9,https://book.douban.com/subject/26609809/
《别相信任何人》,[英]S.J.沃森,6.9,https://book.douban.com/subject/6832303/
《我的朋友陈白露小姐》,海棠,6.9,https://book.douban.com/subject/24754720/
《中国特色的译文读者》,沈诞琦,6.8,https://book.douban.com/subject/26897973/
《第七天》,余华,6.8,https://book.douban.com/subject/24540864/
《永无止尽的约会》,丁丁张,6.6,https://book.douban.com/subject/26840426/
《孤独深处》,郝景芳,6.5,https://book.douban.com/subject/26791407/
《红色》,徐兵 孙强 著,0.0,https://book.douban.com/subject/26891238/
